出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
7578,Chase,1,0,256,0,4,0.06,90,0,0,57
7582,Chase,1,0,192,0,4,0.06,90,0,0,57
7586,Chase,1,0,128,0,4,0.06,90,0,0,57
7590,Chase,1,0,64,0,4,0.06,90,0,0,57
7594,Chase,1,0,0,0,4,0.06,90,0,0,57
7598,Chase,1,0,0,0,4,0.06,90,0,0,57
7602,Chase,1,0,64,0,4,0.06,90,0,0,57
7606,Chase,1,0,128,0,4,0.06,90,0,0,57
7610,Chase,1,0,192,0,4,0.06,90,0,0,57
7614,Chase,1,0,256,0,4,0.06,90,0,0,57
7618,Chase,1,0,320,0,4,0.06,90,0,0,57
7622,Chase,1,0,320,0,4,0.06,90,0,0,57
7626,Chase,1,0,256,0,4,0.06,90,0,0,57
7630,Chase,1,0,192,0,4,0.06,90,0,0,57
7634,Chase,1,0,128,0,4,0.06,90,0,0,57
7638,Chase,1,0,64,0,4,0.06,90,0,0,57
7642,Chase,1,0,0,0,4,0.06,90,0,0,57
7646,Chase,1,0,0,0,4,0.06,90,0,0,57
7650,Chase,1,0,64,0,4,0.06,90,0,0,57
7654,Chase,1,0,128,0,4,0.06,90,0,0,57
7658,Chase,1,0,192,0,4,0.06,90,0,0,57
7662,Chase,1,0,256,0,4,0.06,90,0,0,57
7666,Chase,1,0,320,0,4,0.06,90,0,0,57
7670,Chase,1,0,320,0,4,0.06,90,0,0,57
7674,Chase,1,0,256,0,4,0.06,90,0,0,57
7678,Chase,1,0,192,0,4,0.06,90,0,0,57
7682,Chase,1,0,128,0,4,0.06,90,0,0,57
7686,Chase,1,0,64,0,4,0.06,90,0,0,57
7690,Chase,1,0,0,0,4,0.06,90,0,0,57
7694,Chase,1,0,0,0,4,0.06,90,0,0,57
7698,Chase,1,0,64,0,4,0.06,90,0,0,57
7702,Chase,1,0,128,0,4,0.06,90,0,0,57
7706,Chase,1,0,192,0,4,0.06,90,0,0,57
7710,Chase,1,0,256,0,4,0.06,90,0,0,57
7714,Chase,1,0,320,0,4,0.06,90,0,0,57
7718,Chase,1,0,320,0,4,0.06,90,0,0,57
7722,Chase,1,0,256,0,4,0.06,90,0,0,57
7726,Chase,1,0,192,0,4,0.06,90,0,0,57
7730,Chase,1,0,128,0,4,0.06,90,0,0,57
7734,Chase,1,0,64,0,4,0.06,90,0,0,57
7738,Chase,1,0,0,0,4,0.06,90,0,0,57
7742,Chase,1,0,0,0,4,0.06,90,0,0,57
7746,Chase,1,0,64,0,4,0.06,90,0,0,57
7750,Chase,1,0,128,0,4,0.06,90,0,0,57
7754,Chase,1,0,192,0,4,0.06,90,0,0,57
7758,Chase,1,0,256,0,4,0.06,90,0,0,57
7762,Chase,1,0,320,0,4,0.06,90,0,0,57
7766,Chase,1,0,320,0,4,0.06,90,0,0,57
7770,Chase,1,0,256,0,4,0.06,90,0,0,57
7774,Chase,1,0,192,0,4,0.06,90,0,0,57
7778,Chase,1,0,128,0,4,0.06,90,0,0,57
7782,Chase,1,0,64,0,4,0.06,90,0,0,57
7786,Chase,1,0,0,0,4,0.06,90,0,0,57
7790,Chase,1,0,0,0,4,0.06,90,0,0,57
7794,Chase,1,0,64,0,4,0.06,90,0,0,57
7798,Chase,1,0,128,0,4,0.06,90,0,0,57
7802,Chase,1,0,192,0,4,0.06,90,0,0,57
7806,Chase,1,0,256,0,4,0.06,90,0,0,57
7810,Chase,1,0,320,0,4,0.06,90,0,0,57
7814,Chase,1,0,320,0,4,0.06,90,0,0,57
7818,Chase,1,0,256,0,4,0.06,90,0,0,57
7822,Chase,1,0,192,0,4,0.06,90,0,0,57
7826,Chase,1,0,128,0,4,0.06,90,0,0,57
7830,Chase,1,0,64,0,4,0.06,90,0,0,57
7834,Chase,1,0,0,0,4,0.06,90,0,0,57
7838,Chase,1,0,0,0,4,0.06,90,0,0,57
7842,Chase,1,0,64,0,4,0.06,90,0,0,57
7846,Chase,1,0,128,0,4,0.06,90,0,0,57
7850,Chase,1,0,192,0,4,0.06,90,0,0,57
7854,Chase,1,0,256,0,4,0.06,90,0,0,57
7858,Chase,1,0,320,0,4,0.06,90,0,0,57
7862,Chase,1,0,320,0,4,0.06,90,0,0,57
7866,Chase,1,0,256,0,4,0.06,90,0,0,57
7870,Chase,1,0,192,0,4,0.06,90,0,0,57
7874,Chase,1,0,128,0,4,0.06,90,0,0,57
7878,Chase,1,0,64,0,4,0.06,90,0,0,57
7882,Chase,1,0,0,0,4,0.06,90,0,0,57
7886,Chase,1,0,0,0,4,0.06,90,0,0,57
7890,Chase,1,0,64,0,4,0.06,90,0,0,57
7894,Chase,1,0,128,0,4,0.06,90,0,0,57
7898,Chase,1,0,192,0,4,0.06,90,0,0,57
7902,Chase,1,0,256,0,4,0.06,90,0,0,57
7906,Chase,1,0,320,0,4,0.06,90,0,0,57
7910,Chase,1,0,320,0,4,0.06,90,0,0,57
7914,Chase,1,0,256,0,4,0.06,90,0,0,57
7918,Chase,1,0,192,0,4,0.06,90,0,0,57
7922,Chase,1,0,128,0,4,0.06,90,0,0,57
7926,Chase,1,0,64,0,4,0.06,90,0,0,57
7930,Chase,1,0,0,0,4,0.06,90,0,0,57
7934,Chase,1,0,0,0,4,0.06,90,0,0,57
7938,Chase,1,0,64,0,4,0.06,90,0,0,57
7942,Chase,1,0,128,0,4,0.06,90,0,0,57
7946,Chase,1,0,192,0,4,0.06,90,0,0,57
7950,Chase,1,0,256,0,4,0.06,90,0,0,57
7954,Chase,1,0,320,0,4,0.06,90,0,0,57
7958,Chase,1,0,320,0,4,0.06,90,0,0,57
7962,Chase,1,0,256,0,4,0.06,90,0,0,57
7966,Chase,1,0,192,0,4,0.06,90,0,0,57
7970,Chase,1,0,128,0,4,0.06,90,0,0,57
7974,Chase,1,0,64,0,4,0.06,90,0,0,57
7978,Chase,1,0,0,0,4,0.06,90,0,0,57
7982,Chase,1,0,0,0,4,0.06,90,0,0,57
7986,Chase,1,0,64,0,4,0.06,90,0,0,57
7990,Chase,1,0,128,0,4,0.06,90,0,0,57
7994,Chase,1,0,192,0,4,0.06,90,0,0,57
7998,Chase,1,0,256,0,4,0.06,90,0,0,57
8002,Chase,1,0,320,0,4,0.06,90,0,0,57
8006,Chase,1,0,320,0,4,0.06,90,0,0,57
8010,Chase,1,0,256,0,4,0.06,90,0,0,57
8014,Chase,1,0,192,0,4,0.06,90,0,0,57
8018,Chase,1,0,128,0,4,0.06,90,0,0,57
8022,Chase,1,0,64,0,4,0.06,90,0,0,57
8026,Chase,1,0,0,0,4,0.06,90,0,0,57
7761,Normal,1,15,0,0,6,0.08,90,0,2,60
7861,Normal,1,15,200,0,6,0.08,90,0,2,60
7921,Normal,1,15,100,0,6,0.08,90,0,2,60
7991,Normal,1,15,0,0,3,0,0,0,0,60
8020,Normal,1,15,200,0,3,0,0,0,0,60
8050,Normal,1,15,0,0,3,0,0,0,0,60
8080,Normal,1,15,200,0,3,0,0,0,0,60
8110,Normal,1,10,90,0,6,0.06,60,0,0,60
8140,Normal,1,10,192,0,6,0.06,60,0,0,60
8170,Normal,1,10,0,0,5,0.06,60,0,0,60
8200,Normal,1,10,282,0,5,0.06,60,0,0,60
8220,Normal,1,15,155,0,3,0,0,0,0,60
8240,Normal,1,15,45,0,3,0,0,0,0,60
8280,Normal,1,16,170,0,5,0.07,240,0,0,60
8310,Normal,1,16,110,0,4,0.07,240,0,0,60
8311,Normal,1,16,230,0,4,0.07,240,0,0,60
8330,Chase,1,1,0,0,6,0.08,340,0,0,60
8340,Chase,1,1,60,0,6,0.08,340,0,0,60
8350,Chase,1,1,120,0,6,0.08,340,0,0,60
8360,Chase,1,1,180,0,6,0.08,340,0,0,60
8370,Chase,1,1,240,0,6,0.08,340,0,0,60
8380,Chase,1,1,300,0,6,0.08,340,0,0,60
8460,Normal,1,17,0,0,5,0.03,9999,0,0.5,60
8580,Normal,1,1,0,0,6,0.08,340,0,0,60
8581,Normal,1,1,0,30,6,0.08,340,0,0,60
8582,Normal,1,1,0,60,6,0.08,340,0,0,60
8583,Normal,1,1,0,0,5,0.08,340,0,0,60
8584,Normal,1,1,0,30,5,0.08,340,0,0,60
8585,Normal,1,1,0,60,5,0.08,340,0,0,60
8586,Normal,1,0,340,0,6,0.08,340,0,0,60
8587,Normal,1,0,340,-30,6,0.08,340,0,0,60
8588,Normal,1,0,340,-60,6,0.08,340,0,0,60
8589,Normal,1,0,340,0,5,0.08,340,0,0,60
8590,Normal,1,0,340,-30,5,0.08,340,0,0,60
8591,Normal,1,0,340,-60,5,0.08,340,0,0,60
9090,Chase,1,18,0,0,3,0.08,340,0,0,30
9091,Chase,1,18,230,0,3,0.08,340,0,0,30
9160,Normal,0,15,90,90,6,0.1,120,0,0,30
9161,Normal,2,15,90,-90,6,0.1,120,0,0,30
9360,Normal,1,21,0,0,5,0.1,480,0,0,60
9361,Normal,1,20,320,0,5,0.1,480,0,0,60
9420,Chase,1,1,0,0,4,0.06,90,0,0,57
9421,Chase,1,0,32,0,4,0.06,90,0,0,57
9422,Chase,1,1,64,0,4,0.06,90,0,0,57
9423,Chase,1,0,96,0,4,0.06,90,0,0,57
9424,Chase,1,1,128,0,4,0.06,90,0,0,57
9425,Chase,1,0,160,0,4,0.06,90,0,0,57
9426,Chase,1,1,192,0,4,0.06,90,0,0,57
9427,Chase,1,0,224,0,4,0.06,90,0,0,57
9428,Chase,1,1,256,0,4,0.06,90,0,0,57
9429,Chase,1,0,288,0,4,0.06,90,0,0,57
9430,Chase,1,1,320,0,4,0.06,90,0,0,57
9431,Chase,1,0,352,0,4,0.06,90,0,0,57
9432,Chase,1,1,352,0,4,0.06,90,0,0,57
9433,Chase,1,0,320,0,4,0.06,90,0,0,57
9434,Chase,1,1,288,0,4,0.06,90,0,0,57
9435,Chase,1,0,256,0,4,0.06,90,0,0,57
9436,Chase,1,1,224,0,4,0.06,90,0,0,57
9437,Chase,1,0,192,0,4,0.06,90,0,0,57
9438,Chase,1,1,160,0,4,0.06,90,0,0,57
9439,Chase,1,0,128,0,4,0.06,90,0,0,57
9440,Chase,1,1,96,0,4,0.06,90,0,0,57
9441,Chase,1,0,64,0,4,0.06,90,0,0,57
9442,Chase,1,1,32,0,4,0.06,90,0,0,57
9443,Chase,1,0,0,0,4,0.06,90,0,0,57
9444,Chase,1,1,0,0,4,0.06,90,0,0,57
9445,Chase,1,0,32,0,4,0.06,90,0,0,57
9446,Chase,1,1,64,0,4,0.06,90,0,0,57
9447,Chase,1,0,96,0,4,0.06,90,0,0,57
9448,Chase,1,1,128,0,4,0.06,90,0,0,57
9449,Chase,1,0,160,0,4,0.06,90,0,0,57
9450,Chase,1,1,192,0,4,0.06,90,0,0,57
9451,Chase,1,0,224,0,4,0.06,90,0,0,57
9452,Chase,1,1,256,0,4,0.06,90,0,0,57
9453,Chase,1,0,288,0,4,0.06,90,0,0,57
9454,Chase,1,1,320,0,4,0.06,90,0,0,57
9455,Chase,1,0,352,0,4,0.06,90,0,0,57
9456,Chase,1,1,352,0,4,0.06,90,0,0,57
9457,Chase,1,0,320,0,4,0.06,90,0,0,57
9458,Chase,1,1,288,0,4,0.06,90,0,0,57
9459,Chase,1,0,256,0,4,0.06,90,0,0,57
9460,Chase,1,1,224,0,4,0.06,90,0,0,57
9461,Chase,1,0,192,0,4,0.06,90,0,0,57
9462,Chase,1,1,160,0,4,0.06,90,0,0,57
9463,Chase,1,0,128,0,4,0.06,90,0,0,57
9464,Chase,1,1,96,0,4,0.06,90,0,0,57
9465,Chase,1,0,64,0,4,0.06,90,0,0,57
9466,Chase,1,1,32,0,4,0.06,90,0,0,57
9467,Chase,1,0,0,0,4,0.06,90,0,0,57
9468,Chase,1,1,0,0,4,0.06,90,0,0,57
9469,Chase,1,0,32,0,4,0.06,90,0,0,57
9470,Chase,1,1,64,0,4,0.06,90,0,0,57
9471,Chase,1,0,96,0,4,0.06,90,0,0,57
9472,Chase,1,1,128,0,4,0.06,90,0,0,57
9473,Chase,1,0,160,0,4,0.06,90,0,0,57
9474,Chase,1,1,192,0,4,0.06,90,0,0,57
9475,Chase,1,0,224,0,4,0.06,90,0,0,57
9476,Chase,1,1,256,0,4,0.06,90,0,0,57
9477,Chase,1,0,288,0,4,0.06,90,0,0,57
9478,Chase,1,1,320,0,4,0.06,90,0,0,57
9479,Chase,1,0,352,0,4,0.06,90,0,0,57
9480,Chase,1,1,352,0,4,0.06,90,0,0,57
9481,Chase,1,0,320,0,4,0.06,90,0,0,57
9482,Chase,1,1,288,0,4,0.06,90,0,0,57
9483,Chase,1,0,256,0,4,0.06,90,0,0,57
9484,Chase,1,1,224,0,4,0.06,90,0,0,57
9485,Chase,1,0,192,0,4,0.06,90,0,0,57
9486,Chase,1,1,160,0,4,0.06,90,0,0,57
9487,Chase,1,0,128,0,4,0.06,90,0,0,57
9488,Chase,1,1,96,0,4,0.06,90,0,0,57
9489,Chase,1,0,64,0,4,0.06,90,0,0,57
9490,Chase,1,1,32,0,4,0.06,90,0,0,57
9491,Chase,1,0,0,0,4,0.06,90,0,0,57
9492,Chase,1,1,0,0,4,0.06,90,0,0,57
9493,Chase,1,0,32,0,4,0.06,90,0,0,57
9494,Chase,1,1,64,0,4,0.06,90,0,0,57
9495,Chase,1,0,96,0,4,0.06,90,0,0,57
9496,Chase,1,1,128,0,4,0.06,90,0,0,57
9497,Chase,1,0,160,0,4,0.06,90,0,0,57
9498,Chase,1,1,192,0,4,0.06,90,0,0,57
9499,Chase,1,0,224,0,4,0.06,90,0,0,57
9500,Chase,1,1,256,0,4,0.06,90,0,0,57
9501,Chase,1,0,288,0,4,0.06,90,0,0,57
9502,Chase,1,1,320,0,4,0.06,90,0,0,57
9503,Chase,1,0,352,0,4,0.06,90,0,0,57
9504,Chase,1,1,352,0,4,0.06,90,0,0,57
9505,Chase,1,0,320,0,4,0.06,90,0,0,57
9506,Chase,1,1,288,0,4,0.06,90,0,0,57
9507,Chase,1,0,256,0,4,0.06,90,0,0,57
9508,Chase,1,1,224,0,4,0.06,90,0,0,57
9509,Chase,1,0,192,0,4,0.06,90,0,0,57
9510,Chase,1,1,160,0,4,0.06,90,0,0,57
9511,Chase,1,0,128,0,4,0.06,90,0,0,57
9512,Chase,1,1,96,0,4,0.06,90,0,0,57
9513,Chase,1,0,64,0,4,0.06,90,0,0,57
9514,Chase,1,1,32,0,4,0.06,90,0,0,57
9515,Chase,1,0,0,0,4,0.06,90,0,0,57
9516,Chase,1,1,0,0,4,0.06,90,0,0,57
9517,Chase,1,0,32,0,4,0.06,90,0,0,57
9518,Chase,1,1,64,0,4,0.06,90,0,0,57
9519,Chase,1,0,96,0,4,0.06,90,0,0,57
9520,Chase,1,1,128,0,4,0.06,90,0,0,57
9521,Chase,1,0,160,0,4,0.06,90,0,0,57
9522,Chase,1,1,192,0,4,0.06,90,0,0,57
9523,Chase,1,0,224,0,4,0.06,90,0,0,57
9524,Chase,1,1,256,0,4,0.06,90,0,0,57
9525,Chase,1,0,288,0,4,0.06,90,0,0,57
9526,Chase,1,1,320,0,4,0.06,90,0,0,57
9527,Chase,1,0,352,0,4,0.06,90,0,0,57
9528,Chase,1,1,352,0,4,0.06,90,0,0,57
9529,Chase,1,0,320,0,4,0.06,90,0,0,57
9530,Chase,1,1,288,0,4,0.06,90,0,0,57
9531,Chase,1,0,256,0,4,0.06,90,0,0,57
9532,Chase,1,1,224,0,4,0.06,90,0,0,57
9533,Chase,1,0,192,0,4,0.06,90,0,0,57
9534,Chase,1,1,160,0,4,0.06,90,0,0,57
9535,Chase,1,0,128,0,4,0.06,90,0,0,57
9536,Chase,1,1,96,0,4,0.06,90,0,0,57
9537,Chase,1,0,64,0,4,0.06,90,0,0,57
9538,Chase,1,1,32,0,4,0.06,90,0,0,57
9539,Chase,1,0,0,0,4,0.06,90,0,0,57
9540,Chase,1,1,0,0,4,0.06,90,0,0,57
9541,Chase,1,0,32,0,4,0.06,90,0,0,57
9542,Chase,1,1,64,0,4,0.06,90,0,0,57
9543,Chase,1,0,96,0,4,0.06,90,0,0,57
9544,Chase,1,1,128,0,4,0.06,90,0,0,57
9545,Chase,1,0,160,0,4,0.06,90,0,0,57
9546,Chase,1,1,192,0,4,0.06,90,0,0,57
9547,Chase,1,0,224,0,4,0.06,90,0,0,57
9548,Chase,1,1,256,0,4,0.06,90,0,0,57
9549,Chase,1,0,288,0,4,0.06,90,0,0,57
9550,Chase,1,1,320,0,4,0.06,90,0,0,57
9551,Chase,1,0,352,0,4,0.06,90,0,0,57
9552,Chase,1,1,352,0,4,0.06,90,0,0,57
9553,Chase,1,0,320,0,4,0.06,90,0,0,57
9554,Chase,1,1,288,0,4,0.06,90,0,0,57
9555,Chase,1,0,256,0,4,0.06,90,0,0,57
9556,Chase,1,1,224,0,4,0.06,90,0,0,57
9557,Chase,1,0,192,0,4,0.06,90,0,0,57
9558,Chase,1,1,160,0,4,0.06,90,0,0,57
9559,Chase,1,0,128,0,4,0.06,90,0,0,57
9560,Chase,1,1,96,0,4,0.06,90,0,0,57
9561,Chase,1,0,64,0,4,0.06,90,0,0,57
9562,Chase,1,1,32,0,4,0.06,90,0,0,57
9563,Chase,1,0,0,0,4,0.06,90,0,0,57
9564,Chase,1,1,0,0,4,0.06,90,0,0,57
9565,Chase,1,0,32,0,4,0.06,90,0,0,57
9566,Chase,1,1,64,0,4,0.06,90,0,0,57
9567,Chase,1,0,96,0,4,0.06,90,0,0,57
9568,Chase,1,1,128,0,4,0.06,90,0,0,57
9569,Chase,1,0,160,0,4,0.06,90,0,0,57
9570,Chase,1,1,192,0,4,0.06,90,0,0,57
9571,Chase,1,0,224,0,4,0.06,90,0,0,57
9572,Chase,1,1,256,0,4,0.06,90,0,0,57
9573,Chase,1,0,288,0,4,0.06,90,0,0,57
9574,Chase,1,1,320,0,4,0.06,90,0,0,57
9575,Chase,1,0,352,0,4,0.06,90,0,0,57
9576,Chase,1,1,352,0,4,0.06,90,0,0,57
9577,Chase,1,0,320,0,4,0.06,90,0,0,57
9578,Chase,1,1,288,0,4,0.06,90,0,0,57
9579,Chase,1,0,256,0,4,0.06,90,0,0,57
9580,Chase,1,1,224,0,4,0.06,90,0,0,57
9581,Chase,1,0,192,0,4,0.06,90,0,0,57
9582,Chase,1,1,160,0,4,0.06,90,0,0,57
9583,Chase,1,0,128,0,4,0.06,90,0,0,57
9584,Chase,1,1,96,0,4,0.06,90,0,0,57
9585,Chase,1,0,64,0,4,0.06,90,0,0,57
9586,Chase,1,1,32,0,4,0.06,90,0,0,57
9587,Chase,1,0,0,0,4,0.06,90,0,0,57
9588,Chase,1,1,0,0,4,0.06,90,0,0,57
9589,Chase,1,0,32,0,4,0.06,90,0,0,57
9590,Chase,1,1,64,0,4,0.06,90,0,0,57
9591,Chase,1,0,96,0,4,0.06,90,0,0,57
9592,Chase,1,1,128,0,4,0.06,90,0,0,57
9593,Chase,1,0,160,0,4,0.06,90,0,0,57
9594,Chase,1,1,192,0,4,0.06,90,0,0,57
9595,Chase,1,0,224,0,4,0.06,90,0,0,57
9596,Chase,1,1,256,0,4,0.06,90,0,0,57
9597,Chase,1,0,288,0,4,0.06,90,0,0,57
9598,Chase,1,1,320,0,4,0.06,90,0,0,57
9599,Chase,1,0,352,0,4,0.06,90,0,0,57
9600,Chase,1,1,352,0,4,0.06,90,0,0,57
9601,Chase,1,0,320,0,4,0.06,90,0,0,57
9602,Chase,1,1,288,0,4,0.06,90,0,0,57
9603,Chase,1,0,256,0,4,0.06,90,0,0,57
9604,Chase,1,1,224,0,4,0.06,90,0,0,57
9605,Chase,1,0,192,0,4,0.06,90,0,0,57
9606,Chase,1,1,160,0,4,0.06,90,0,0,57
9607,Chase,1,0,128,0,4,0.06,90,0,0,57
9608,Chase,1,1,96,0,4,0.06,90,0,0,57
9609,Chase,1,0,64,0,4,0.06,90,0,0,57
9610,Chase,1,1,32,0,4,0.06,90,0,0,57
9611,Chase,1,0,0,0,4,0.06,90,0,0,57
9612,Chase,1,1,0,0,4,0.06,90,0,0,57
9613,Chase,1,0,32,0,4,0.06,90,0,0,57
9614,Chase,1,1,64,0,4,0.06,90,0,0,57
9615,Chase,1,0,96,0,4,0.06,90,0,0,57
9616,Chase,1,1,128,0,4,0.06,90,0,0,57
9617,Chase,1,0,160,0,4,0.06,90,0,0,57
9618,Chase,1,1,192,0,4,0.06,90,0,0,57
9619,Chase,1,0,224,0,4,0.06,90,0,0,57
9620,Chase,1,1,256,0,4,0.06,90,0,0,57
9621,Chase,1,0,288,0,4,0.06,90,0,0,57
9622,Chase,1,1,320,0,4,0.06,90,0,0,57
9623,Chase,1,0,352,0,4,0.06,90,0,0,57
9624,Chase,1,1,352,0,4,0.06,90,0,0,57
9625,Chase,1,0,320,0,4,0.06,90,0,0,57
9626,Chase,1,1,288,0,4,0.06,90,0,0,57
9627,Chase,1,0,256,0,4,0.06,90,0,0,57
9628,Chase,1,1,224,0,4,0.06,90,0,0,57
9629,Chase,1,0,192,0,4,0.06,90,0,0,57
9630,Chase,1,1,160,0,4,0.06,90,0,0,57
9631,Chase,1,0,128,0,4,0.06,90,0,0,57
9632,Chase,1,1,96,0,4,0.06,90,0,0,57
9633,Chase,1,0,64,0,4,0.06,90,0,0,57
9634,Chase,1,1,32,0,4,0.06,90,0,0,57
9635,Chase,1,0,0,0,4,0.06,90,0,0,57
9636,Chase,1,1,0,0,4,0.06,90,0,0,57
9637,Chase,1,0,32,0,4,0.06,90,0,0,57
9638,Chase,1,1,64,0,4,0.06,90,0,0,57
9639,Chase,1,0,96,0,4,0.06,90,0,0,57
9640,Chase,1,1,128,0,4,0.06,90,0,0,57
9641,Chase,1,0,160,0,4,0.06,90,0,0,57
9642,Chase,1,1,192,0,4,0.06,90,0,0,57
9643,Chase,1,0,224,0,4,0.06,90,0,0,57
9644,Chase,1,1,256,0,4,0.06,90,0,0,57
9645,Chase,1,0,288,0,4,0.06,90,0,0,57
9646,Chase,1,1,320,0,4,0.06,90,0,0,57
9647,Chase,1,0,352,0,4,0.06,90,0,0,57
9648,Chase,1,1,352,0,4,0.06,90,0,0,57
9649,Chase,1,0,320,0,4,0.06,90,0,0,57
9650,Chase,1,1,288,0,4,0.06,90,0,0,57
9651,Chase,1,0,256,0,4,0.06,90,0,0,57
9652,Chase,1,1,224,0,4,0.06,90,0,0,57
9653,Chase,1,0,192,0,4,0.06,90,0,0,57
9654,Chase,1,1,160,0,4,0.06,90,0,0,57
9655,Chase,1,0,128,0,4,0.06,90,0,0,57
9656,Chase,1,1,96,0,4,0.06,90,0,0,57
9657,Chase,1,0,64,0,4,0.06,90,0,0,57
9658,Chase,1,1,32,0,4,0.06,90,0,0,57
9659,Chase,1,0,0,0,4,0.06,90,0,0,57
9660,Chase,1,1,0,0,4,0.06,90,0,0,57
9661,Chase,1,0,32,0,4,0.06,90,0,0,57
9662,Chase,1,1,64,0,4,0.06,90,0,0,57
9663,Chase,1,0,96,0,4,0.06,90,0,0,57
9664,Chase,1,1,128,0,4,0.06,90,0,0,57
9665,Chase,1,0,160,0,4,0.06,90,0,0,57
9666,Chase,1,1,192,0,4,0.06,90,0,0,57
9667,Chase,1,0,224,0,4,0.06,90,0,0,57
9668,Chase,1,1,256,0,4,0.06,90,0,0,57
9669,Chase,1,0,288,0,4,0.06,90,0,0,57
9670,Chase,1,1,320,0,4,0.06,90,0,0,57
9671,Chase,1,0,352,0,4,0.06,90,0,0,57
9672,Chase,1,1,352,0,4,0.06,90,0,0,57
9673,Chase,1,0,320,0,4,0.06,90,0,0,57
9674,Chase,1,1,288,0,4,0.06,90,0,0,57
9675,Chase,1,0,256,0,4,0.06,90,0,0,57
9676,Chase,1,1,224,0,4,0.06,90,0,0,57
9677,Chase,1,0,192,0,4,0.06,90,0,0,57
9678,Chase,1,1,160,0,4,0.06,90,0,0,57
9679,Chase,1,0,128,0,4,0.06,90,0,0,57
9680,Chase,1,1,96,0,4,0.06,90,0,0,57
9681,Chase,1,0,64,0,4,0.06,90,0,0,57
9682,Chase,1,1,32,0,4,0.06,90,0,0,57
9683,Chase,1,0,0,0,4,0.06,90,0,0,57
9684,Chase,1,1,0,0,4,0.06,90,0,0,57
9685,Chase,1,0,32,0,4,0.06,90,0,0,57
9686,Chase,1,1,64,0,4,0.06,90,0,0,57
9687,Chase,1,0,96,0,4,0.06,90,0,0,57
9688,Chase,1,1,128,0,4,0.06,90,0,0,57
9689,Chase,1,0,160,0,4,0.06,90,0,0,57
9690,Chase,1,1,192,0,4,0.06,90,0,0,57
9691,Chase,1,0,224,0,4,0.06,90,0,0,57
9692,Chase,1,1,256,0,4,0.06,90,0,0,57
9693,Chase,1,0,288,0,4,0.06,90,0,0,57
9694,Chase,1,1,320,0,4,0.06,90,0,0,57
9695,Chase,1,0,352,0,4,0.06,90,0,0,57
9696,Chase,1,1,352,0,4,0.06,90,0,0,57
9697,Chase,1,0,320,0,4,0.06,90,0,0,57
9698,Chase,1,1,288,0,4,0.06,90,0,0,57
9699,Chase,1,0,256,0,4,0.06,90,0,0,57
9700,Chase,1,1,224,0,4,0.06,90,0,0,57
9701,Chase,1,0,192,0,4,0.06,90,0,0,57
9702,Chase,1,1,160,0,4,0.06,90,0,0,57
9703,Chase,1,0,128,0,4,0.06,90,0,0,57
9704,Chase,1,1,96,0,4,0.06,90,0,0,57
9705,Chase,1,0,64,0,4,0.06,90,0,0,57
9706,Chase,1,1,32,0,4,0.06,90,0,0,57
9707,Chase,1,0,0,0,4,0.06,90,0,0,57
9708,Chase,1,1,0,0,4,0.06,90,0,0,57
9709,Chase,1,0,32,0,4,0.06,90,0,0,57
9710,Chase,1,1,64,0,4,0.06,90,0,0,57
9711,Chase,1,0,96,0,4,0.06,90,0,0,57
9712,Chase,1,1,128,0,4,0.06,90,0,0,57
9713,Chase,1,0,160,0,4,0.06,90,0,0,57
9714,Chase,1,1,192,0,4,0.06,90,0,0,57
9715,Chase,1,0,224,0,4,0.06,90,0,0,57
9716,Chase,1,1,256,0,4,0.06,90,0,0,57
9717,Chase,1,0,288,0,4,0.06,90,0,0,57
9718,Chase,1,1,320,0,4,0.06,90,0,0,57
9719,Chase,1,0,352,0,4,0.06,90,0,0,57
9720,Chase,1,1,352,0,4,0.06,90,0,0,57
9721,Chase,1,0,320,0,4,0.06,90,0,0,57
9722,Chase,1,1,288,0,4,0.06,90,0,0,57
9723,Chase,1,0,256,0,4,0.06,90,0,0,57
9724,Chase,1,1,224,0,4,0.06,90,0,0,57
9725,Chase,1,0,192,0,4,0.06,90,0,0,57
9726,Chase,1,1,160,0,4,0.06,90,0,0,57
9727,Chase,1,0,128,0,4,0.06,90,0,0,57
9728,Chase,1,1,96,0,4,0.06,90,0,0,57
9729,Chase,1,0,64,0,4,0.06,90,0,0,57
9730,Chase,1,1,32,0,4,0.06,90,0,0,57
9731,Chase,1,0,0,0,4,0.06,90,0,0,57
9732,Chase,1,1,0,0,4,0.06,90,0,0,57
9733,Chase,1,0,32,0,4,0.06,90,0,0,57
9734,Chase,1,1,64,0,4,0.06,90,0,0,57
9735,Chase,1,0,96,0,4,0.06,90,0,0,57
9736,Chase,1,1,128,0,4,0.06,90,0,0,57
9737,Chase,1,0,160,0,4,0.06,90,0,0,57
9738,Chase,1,1,192,0,4,0.06,90,0,0,57
9739,Chase,1,0,224,0,4,0.06,90,0,0,57
9740,Chase,1,1,256,0,4,0.06,90,0,0,57
9741,Chase,1,0,288,0,4,0.06,90,0,0,57
9742,Chase,1,1,320,0,4,0.06,90,0,0,57
9743,Chase,1,0,352,0,4,0.06,90,0,0,57
9744,Chase,1,1,352,0,4,0.06,90,0,0,57
9745,Chase,1,0,320,0,4,0.06,90,0,0,57
